# Time (s), ω1 (rad/s), ω2 (rad/s), ω3 (rad/s), α1 (rad/s²), α2 (rad/s²), α3 (rad/s²)
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000010,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
0.000020,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
0.001125,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
0.001535,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001945,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.002765,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.003585,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
0.004406,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.012608,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000
0.014248,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.015889,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
0.016996,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
0.018103,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000
0.019210,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000
0.021424,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000
0.023638,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.025851,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000
0.047991,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
0.048434,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
0.048877,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
0.049319,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
0.049762,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
0.050205,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.051090,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000
0.051976,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000
0.052862,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
0.061717,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.070573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.079429,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.088285,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
0.105996,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
0.123708,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
0.141419,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
0.159131,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
0.175910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.187736,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
0.199562,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000
0.211388,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.227815,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
0.244243,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000
0.260670,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
0.307638,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.307947,-0.000678,0.000035,0.000053,-2.187151,0.113855,0.170027
0.308257,-0.001356,0.000070,0.000105,-2.188857,0.113671,0.170054
0.320113,-0.027654,0.001364,0.002108,-2.247454,0.104558,0.167717
0.331969,-0.054559,0.002524,0.004048,-2.291257,0.091204,0.159620
0.343825,-0.081885,0.003503,0.005869,-2.318322,0.073887,0.147424
0.355681,-0.109420,0.004256,0.007534,-2.326725,0.053198,0.133244
0.367537,-0.136932,0.004749,0.009032,-2.314382,0.030087,0.119433
0.379393,-0.164163,0.004963,0.010384,-2.279253,0.005873,0.108343
0.386415,-0.180054,0.004954,0.011129,-2.246877,-0.008393,0.103939
0.393437,-0.195686,0.004847,0.011851,-2.205466,-0.022085,0.101574
0.400459,-0.210994,0.004648,0.012564,-2.154685,-0.034793,0.101472
0.410040,-0.231232,0.004243,0.013554,-2.069784,-0.049802,0.105107
0.419622,-0.250568,0.003711,0.014599,-1.966258,-0.061318,0.112948
0.429203,-0.268820,0.003089,0.015736,-1.843633,-0.068593,0.124352
0.445093,-0.296248,0.001967,0.017888,-1.597185,-0.070205,0.148334
0.460982,-0.319316,0.000924,0.020431,-1.297610,-0.058851,0.172089
0.476872,-0.337216,0.000140,0.023302,-0.946750,-0.037776,0.188618
0.492761,-0.349160,-0.000272,0.026348,-0.548785,-0.012898,0.193022
0.503743,-0.353559,-0.000368,0.028455,-0.249085,-0.005628,0.189758
0.514724,-0.354577,-0.000344,0.030504,0.066435,0.011508,0.182672
0.525705,-0.352064,0.000012,0.032422,0.392988,0.057081,0.165714
0.536687,-0.345915,0.000821,0.034094,0.728401,0.088447,0.136892
0.540563,-0.342860,0.001176,0.034604,0.848061,0.095364,0.125639
0.544440,-0.339339,0.001554,0.035069,0.968032,0.099938,0.114331
0.548317,-0.335354,0.001946,0.035491,1.088088,0.102200,0.103372
0.560470,-0.319854,0.003169,0.036565,1.462473,0.094930,0.074411
0.572623,-0.299853,0.004186,0.037365,1.827586,0.068986,0.059276
0.584776,-0.275512,0.004810,0.038079,2.175264,0.031027,0.060749
0.596929,-0.247096,0.004941,0.038901,2.496876,-0.010546,0.076968
0.610222,-0.211788,0.004535,0.040096,2.808435,-0.050439,0.104736
0.623515,-0.172679,0.003682,0.041678,3.066880,-0.076271,0.133757
0.636808,-0.130548,0.002602,0.043608,3.261297,-0.083509,0.155792
0.650101,-0.086314,0.001546,0.045761,3.381727,-0.072245,0.166549
0.666029,-0.032012,0.000613,0.048425,3.416881,-0.040725,0.165621
0.681958,0.021835,0.000257,0.051004,3.322873,-0.001077,0.156988
0.697886,0.073120,0.000504,0.053445,3.094064,0.033384,0.149992
0.713815,0.119691,0.001194,0.055822,2.731121,0.052484,0.150036
0.734706,0.170162,0.002320,0.059012,2.065292,0.049479,0.158493
0.755598,0.204766,0.003179,0.062393,1.220142,0.026263,0.163643
0.776490,0.220338,0.003570,0.065799,0.255277,0.006659,0.156318
0.797382,0.215177,0.003719,0.068938,-0.749910,0.012796,0.140740
0.818274,0.189391,0.004258,0.071784,-1.702207,0.030736,0.127930
0.827570,0.171773,0.004609,0.072939,-2.082891,0.040190,0.122116
0.836866,0.150791,0.005005,0.074043,-2.425018,0.044814,0.114925
0.846162,0.126839,0.005428,0.075071,-2.720491,0.045263,0.106182
0.855458,0.100385,0.005829,0.076010,-2.961910,0.040610,0.095401
0.869827,0.055840,0.006321,0.077242,-3.214246,0.026029,0.075572
0.884197,0.008816,0.006565,0.078181,-3.303707,0.006757,0.054869
0.898566,-0.038260,0.006542,0.078841,-3.219763,-0.011003,0.037747
0.912936,-0.082879,0.006297,0.079301,-2.961292,-0.023012,0.027605
0.930718,-0.131038,0.005831,0.079754,-2.413939,-0.027456,0.026055
0.948500,-0.167501,0.005344,0.080273,-1.654759,-0.024339,0.033973
0.966282,-0.189038,0.004928,0.080997,-0.747697,-0.020244,0.047311
0.984063,-0.193732,0.004551,0.081986,0.224044,-0.023007,0.064006
1.001845,-0.181263,0.004114,0.083301,1.165908,-0.027374,0.082671
1.015171,-0.161456,0.003736,0.084483,1.793959,-0.032712,0.096911
1.025134,-0.141537,0.003422,0.085508,2.194411,-0.027788,0.106319
1.035098,-0.117991,0.003167,0.086601,2.519764,-0.023972,0.113674
1.045061,-0.091629,0.002960,0.087764,2.757536,-0.016177,0.118649
1.055025,-0.063372,0.002835,0.088961,2.898475,-0.009369,0.121659
1.067882,-0.025732,0.002773,0.090541,2.928423,-0.000109,0.123577
1.080739,0.011178,0.002820,0.092135,2.784337,0.006643,0.124431
1.093596,0.045158,0.002947,0.093737,2.473433,0.013353,0.124711
1.106453,0.074166,0.003152,0.095340,2.013926,0.017590,0.124659
1.119310,0.096466,0.003409,0.096939,1.434276,0.022702,0.124112
1.132167,0.110740,0.003726,0.098528,0.771469,0.025804,0.122770
1.145024,0.116192,0.004078,0.100088,0.069015,0.029579,0.119909
1.159579,0.111440,0.004519,0.101796,-0.713922,0.029727,0.113931
1.174135,0.095795,0.004937,0.103383,-1.415814,0.030280,0.104511
1.188691,0.070914,0.005338,0.104822,-1.972183,0.022114,0.092055
1.203247,0.039324,0.005503,0.106041,-2.330890,0.028616,0.077922
1.217803,0.004169,0.005806,0.107083,-2.458235,0.011569,0.064752
1.221021,-0.003738,0.005857,0.107287,-2.453582,0.007683,0.062104
1.224239,-0.011611,0.005872,0.107483,-2.437018,0.003389,0.059620
1.227457,-0.019412,0.005877,0.107671,-2.408636,-0.000665,0.057346
1.230676,-0.027102,0.005868,0.107852,-2.368590,-0.004457,0.055315
1.237317,-0.042440,0.005817,0.108209,-2.250432,-0.011008,0.051984
1.243959,-0.056841,0.005729,0.108547,-2.086385,-0.015686,0.049902
1.250600,-0.070011,0.005616,0.108876,-1.880089,-0.018471,0.049077
1.258586,-0.083836,0.005465,0.109270,-1.582988,-0.019763,0.049619
1.266571,-0.095109,0.005308,0.109674,-1.241141,-0.019626,0.051608
1.274556,-0.103518,0.005154,0.110099,-0.865582,-0.018970,0.054779
1.286698,-0.110398,0.004926,0.110801,-0.254578,-0.018352,0.061350
1.298841,-0.109772,0.004699,0.111593,0.359058,-0.018917,0.069292
1.310983,-0.101915,0.004465,0.112486,0.929703,-0.019695,0.077949
1.323126,-0.087608,0.004231,0.113485,1.413469,-0.018984,0.086599
1.332309,-0.073267,0.004069,0.114308,1.698555,-0.016364,0.092516
1.341492,-0.056680,0.003937,0.115181,1.900005,-0.012034,0.097488
1.350676,-0.038661,0.003851,0.116094,2.009030,-0.006476,0.101234
1.359859,-0.020081,0.003817,0.117036,2.021259,-0.000656,0.103797
1.371997,0.003671,0.003848,0.118308,1.892273,0.006117,0.105690
1.376426,0.011860,0.003879,0.118777,1.805253,0.008331,0.106021
1.380856,0.019619,0.003920,0.119246,1.698671,0.010239,0.106169
1.385285,0.026866,0.003969,0.119717,1.573880,0.011921,0.106136
1.390558,0.034717,0.004037,0.120276,1.403843,0.013647,0.105858
1.395831,0.041617,0.004112,0.120832,1.213226,0.015137,0.105312
1.401104,0.047466,0.004196,0.121385,1.005357,0.016440,0.104493
1.411380,0.055585,0.004376,0.122448,0.563339,0.018584,0.102152
1.421656,0.059009,0.004576,0.123482,0.099008,0.020057,0.098844
1.431932,0.057678,0.004785,0.124476,-0.357948,0.020563,0.094513
1.442208,0.051814,0.004993,0.125421,-0.777694,0.019672,0.089214
1.444676,0.049782,0.005041,0.125639,-0.869799,0.019223,0.087817
1.447144,0.047526,0.005087,0.125854,-0.957824,0.018663,0.086378
1.449613,0.045059,0.005133,0.126066,-1.041449,0.018022,0.084904
1.462968,0.028546,0.005346,0.127145,-1.406529,0.013461,0.076546
1.476324,0.008299,0.005488,0.128113,-1.597199,0.007577,0.068420
1.489679,-0.013235,0.005549,0.128981,-1.596188,0.001200,0.061780
1.503035,-0.033504,0.005526,0.129776,-1.408125,-0.004774,0.057711
1.507763,-0.039909,0.005499,0.130047,-1.301087,-0.006643,0.057025
1.512492,-0.045765,0.005464,0.130316,-1.175700,-0.008235,0.056750
1.517220,-0.050989,0.005422,0.130585,-1.034152,-0.009635,0.056878
1.532571,-0.062912,0.005245,0.131474,-0.491226,-0.013123,0.059813
1.547922,-0.065950,0.005029,0.132433,0.104244,-0.013856,0.065634
1.563273,-0.060066,0.004813,0.133494,0.654646,-0.011431,0.072817
1.578624,-0.046656,0.004649,0.134666,1.069492,-0.007242,0.079899
1.584033,-0.040600,0.004612,0.135105,1.169452,-0.005695,0.082135
1.593321,-0.029339,0.004567,0.135883,1.277094,-0.003387,0.085538
1.599014,-0.022049,0.004551,0.136374,1.301923,-0.001905,0.087271
1.604707,-0.014704,0.004545,0.136874,1.295022,-0.000300,0.088651
1.610400,-0.007485,0.004549,0.137381,1.256972,0.001468,0.089660
1.618521,0.002200,0.004572,0.138111,1.152629,0.004151,0.090452
1.625146,0.009359,0.004607,0.138710,1.027205,0.006578,0.090560
1.631772,0.015594,0.004657,0.139308,0.870730,0.008967,0.090200
1.637032,0.019771,0.004709,0.139780,0.727554,0.010725,0.089544
1.642292,0.023168,0.004769,0.140248,0.571527,0.012197,0.088515
1.647552,0.025724,0.004836,0.140710,0.406301,0.013289,0.087117
1.652812,0.027403,0.004907,0.141163,0.235653,0.013965,0.085374
1.658073,0.028185,0.004981,0.141606,0.063425,0.014228,0.083368
1.663333,0.028071,0.005055,0.142039,-0.106559,0.014112,0.081137
1.668593,0.027084,0.005128,0.142459,-0.270575,0.013674,0.078710
1.673853,0.025264,0.005199,0.142866,-0.425075,0.012975,0.076118
1.679113,0.022669,0.005265,0.143259,-0.566765,0.012071,0.073399
1.688148,0.016603,0.005366,0.143900,-0.773268,0.010143,0.068532
1.697182,0.008915,0.005448,0.144498,-0.921816,0.007892,0.063643
1.706216,0.000184,0.005509,0.145052,-1.002817,0.005445,0.059017
1.715250,-0.008963,0.005545,0.145567,-1.012536,0.002825,0.054913
1.716830,-0.010558,0.005549,0.145653,-1.006729,0.002342,0.054264
1.718409,-0.012142,0.005553,0.145739,-0.998789,0.001850,0.053628
1.719989,-0.013712,0.005555,0.145823,-0.988762,0.001353,0.053002
1.721568,-0.015264,0.005557,0.145906,-0.976683,0.000853,0.052387
1.724727,-0.018300,0.005558,0.146070,-0.946593,-0.000141,0.051196
1.727886,-0.021225,0.005556,0.146230,-0.908865,-0.001120,0.050065
1.731044,-0.024020,0.005551,0.146386,-0.863892,-0.002076,0.049002
1.737924,-0.029562,0.005530,0.146716,-0.743034,-0.004046,0.046943
1.744804,-0.034193,0.005496,0.147033,-0.595521,-0.005738,0.045256
1.751684,-0.037739,0.005452,0.147340,-0.428226,-0.007003,0.043913
1.758564,-0.040087,0.005401,0.147638,-0.248572,-0.007775,0.042864
1.768250,-0.041278,0.005324,0.148047,0.010409,-0.008105,0.041767
1.777936,-0.040015,0.005250,0.148447,0.257365,-0.007944,0.040918
1.787622,-0.036501,0.005185,0.148839,0.472698,-0.007381,0.040114
1.797308,-0.031116,0.005129,0.149223,0.640031,-0.006230,0.039155
1.805825,-0.025238,0.005091,0.149552,0.737807,-0.004479,0.038113
1.814342,-0.018729,0.005068,0.149871,0.784585,-0.002032,0.036844
1.822859,-0.012034,0.005065,0.150178,0.779358,0.000846,0.035280
1.831376,-0.005588,0.005086,0.150470,0.724553,0.003692,0.033356
1.839529,-0.000078,0.005124,0.150733,0.631977,0.005796,0.031126
1.847683,0.004517,0.005176,0.150975,0.507532,0.007268,0.028505
1.853983,0.007334,0.005223,0.151147,0.394222,0.008174,0.026214
1.860283,0.009415,0.005276,0.151304,0.271052,0.008811,0.023695
1.866582,0.010712,0.005331,0.151445,0.142649,0.009181,0.020961
1.876719,0.011128,0.005426,0.151633,-0.065115,0.009307,0.016154
1.886855,0.009531,0.005521,0.151771,-0.257137,0.008849,0.010957
1.896991,0.006147,0.005607,0.151855,-0.415693,0.007816,0.005543
1.898052,0.005691,0.005615,0.151861,-0.429394,0.007628,0.004971
1.899112,0.005222,0.005623,0.151865,-0.442558,0.007442,0.004400
1.899481,0.005057,0.005625,0.151867,-0.447071,0.007382,0.004202
1.899850,0.004890,0.005628,0.151868,-0.451518,0.007322,0.004004
1.899997,0.004823,0.005629,0.151869,-0.453286,0.007299,0.003924
1.900018,0.004814,0.005629,0.151869,-0.453527,0.007294,0.003901
1.900055,0.004797,0.005629,0.151869,-0.453973,0.007288,0.003858
1.900093,0.004780,0.005630,0.151869,-0.454418,0.007282,0.003815
1.900467,0.004609,0.005632,0.151871,-0.458834,0.007223,0.003386
1.900842,0.004436,0.005635,0.151872,-0.463181,0.007164,0.002961
1.901217,0.004262,0.005638,0.151873,-0.467458,0.007105,0.002541
1.904965,0.002435,0.005663,0.151875,-0.506357,0.006522,-0.001446
1.908713,0.000475,0.005687,0.151863,-0.537987,0.005950,-0.005061
1.912460,-0.001588,0.005708,0.151837,-0.562131,0.005382,-0.008331
1.916208,-0.003729,0.005727,0.151800,-0.578669,0.004805,-0.011281
1.920384,-0.006164,0.005746,0.151747,-0.588124,0.004148,-0.014218
1.924559,-0.008620,0.005762,0.151682,-0.588254,0.003459,-0.016808
1.928734,-0.011057,0.005775,0.151608,-0.579313,0.002734,-0.019073
1.929984,-0.011779,0.005778,0.151583,-0.574914,0.002507,-0.019691
1.931235,-0.012494,0.005781,0.151558,-0.569745,0.002277,-0.020282
1.932485,-0.013203,0.005784,0.151533,-0.563821,0.002046,-0.020847
1.934864,-0.014529,0.005788,0.151482,-0.550520,0.001602,-0.021851
1.937244,-0.015820,0.005791,0.151429,-0.534647,0.001157,-0.022764
1.939624,-0.017070,0.005793,0.151374,-0.516322,0.000714,-0.023590
1.945332,-0.019866,0.005795,0.151234,-0.463311,-0.000292,-0.025235
1.951041,-0.022327,0.005790,0.151087,-0.399014,-0.001206,-0.026437
1.956750,-0.024396,0.005781,0.150934,-0.325672,-0.001986,-0.027238
1.967283,-0.027035,0.005756,0.150644,-0.175825,-0.002889,-0.027830
1.977816,-0.028059,0.005724,0.150352,-0.019198,-0.003261,-0.027493
1.988350,-0.027480,0.005691,0.150068,0.129373,-0.003129,-0.026512
2.015002,-0.020159,0.005587,0.149405,0.398761,0.003770,-0.022663
2.021665,-0.017399,0.005589,0.149257,0.425870,0.006806,-0.021817
2.028328,-0.014520,0.005640,0.149114,0.435562,0.007156,-0.021116
2.040245,-0.009412,0.005751,0.148868,0.411887,0.001745,-0.020126
2.052163,-0.004859,0.005782,0.148632,0.341940,-0.004115,-0.019528
2.064080,-0.001352,0.005758,0.148399,0.236796,-0.003633,-0.019525
2.075998,0.000775,0.005759,0.148163,0.110787,0.003346,-0.020116
2.089455,0.001297,0.005852,0.147885,-0.036942,0.012333,-0.021369
2.102912,-0.000126,0.006019,0.147587,-0.168903,0.013632,-0.023056
2.105112,-0.000520,0.006069,0.147536,-0.188737,0.029836,-0.023352
2.107312,-0.000963,0.006238,0.147485,-0.213279,0.118671,-0.023667
2.109512,-0.001457,0.006571,0.147432,-0.236685,0.196298,-0.024022
2.111712,-0.001969,0.006636,0.147379,-0.231553,-0.097287,-0.024368
2.114936,-0.002693,0.005661,0.147300,-0.218309,-0.522277,-0.024590
2.118160,-0.003371,0.003516,0.147222,-0.203505,-0.847753,-0.024312
2.121383,-0.003999,0.000525,0.147145,-0.187294,-1.059705,-0.023511
2.126288,-0.004850,-0.004965,0.147035,-0.160231,-1.159893,-0.021448
2.131193,-0.005565,-0.010441,0.146935,-0.130821,-1.013918,-0.018977
2.136098,-0.006133,-0.014746,0.146846,-0.099722,-0.688731,-0.016967
2.141003,-0.006546,-0.017224,0.146764,-0.067578,-0.278307,-0.016067
2.145908,-0.006801,-0.017696,0.146683,-0.035043,0.121140,-0.016536
2.150813,-0.006896,-0.016405,0.146597,-0.002769,0.431078,-0.018202
2.155718,-0.006834,-0.013898,0.146502,0.028608,0.604045,-0.020573
2.161601,-0.006562,-0.010255,0.146373,0.064216,0.619732,-0.023512
2.167484,-0.006088,-0.006989,0.146229,0.096721,0.458439,-0.025730
2.173366,-0.005434,-0.004938,0.146074,0.125300,0.195779,-0.026819
2.179249,-0.004624,-0.004467,0.145916,0.149281,-0.077197,-0.026911
2.185132,-0.003687,-0.005436,0.145757,0.168162,-0.282200,-0.026502
2.191015,-0.002654,-0.007332,0.145601,0.181617,-0.373507,-0.026147
2.196898,-0.001560,-0.009469,0.145446,0.189489,-0.345119,-0.026199
2.202781,-0.000435,-0.011210,0.145290,0.191782,-0.225507,-0.026693
2.208664,0.000686,-0.012139,0.145132,0.188651,-0.063633,-0.027407
2.214547,0.001774,-0.012136,0.144970,0.180384,0.088268,-0.028019
2.221809,0.003027,-0.011156,0.144768,0.163742,0.205344,-0.028329
2.229071,0.004137,-0.009673,0.144566,0.140913,0.220410,-0.028079
2.236333,0.005063,-0.008345,0.144365,0.113081,0.149553,-0.027502
2.243596,0.005774,-0.007638,0.144166,0.081594,0.036809,-0.026950
2.252490,0.006319,-0.007849,0.143927,0.040162,-0.088592,-0.026671
2.261384,0.006489,-0.008938,0.143690,-0.001861,-0.135138,-0.026709
2.270279,0.006291,-0.010071,0.143454,-0.041799,-0.084814,-0.026494
2.279173,0.005756,-0.010498,0.143222,-0.077283,0.014216,-0.025627
2.288068,0.004932,-0.010046,0.142999,-0.106394,0.087455,-0.024283
2.298228,0.003720,-0.009044,0.142758,-0.130092,0.089636,-0.022827
2.308388,0.002323,-0.008371,0.142531,-0.142472,0.021453,-0.021923
2.318548,0.000860,-0.008472,0.142315,-0.143270,-0.051933,-0.021456
2.328708,-0.000555,-0.009134,0.142102,-0.133123,-0.074749,-0.021069
2.338868,-0.001817,-0.009776,0.141890,-0.113466,-0.039247,-0.020659
2.349028,-0.002839,-0.009939,0.141678,-0.086383,0.017810,-0.020437
2.359188,-0.003559,-0.009596,0.141466,-0.054412,0.050488,-0.020601
2.369348,-0.003940,-0.009097,0.141253,-0.020317,0.039198,-0.021101
2.382015,-0.003935,-0.008755,0.140982,0.021102,-0.011667,-0.021845
2.394681,-0.003441,-0.009002,0.140702,0.056908,-0.049633,-0.022511
2.407347,-0.002559,-0.009450,0.140412,0.083486,-0.050151,-0.023183
2.420014,-0.001406,-0.009802,0.140113,0.098425,-0.013980,-0.023911
2.432680,-0.000137,-0.009770,0.139806,0.100810,0.025177,-0.024565
2.445346,0.001096,-0.009469,0.139494,0.091170,0.040175,-0.024980
2.458013,0.002145,-0.009139,0.139178,0.071397,0.023203,-0.025057
2.473290,0.003010,-0.009063,0.138798,0.038441,-0.008445,-0.024819
2.488568,0.003330,-0.009214,0.138420,0.001281,-0.023775,-0.024242
2.503845,0.003094,-0.009437,0.138053,-0.033839,-0.016178,-0.023493
2.519123,0.002375,-0.009510,0.137700,-0.061538,0.002734,-0.022611
2.537469,0.001075,-0.009384,0.137293,-0.080059,0.014884,-0.021595
2.555815,-0.000405,-0.009216,0.136903,-0.079974,0.006721,-0.020864
2.574162,-0.001739,-0.009209,0.136524,-0.062783,-0.008075,-0.020508
2.592508,-0.002655,-0.009344,0.136149,-0.033628,-0.012318,-0.020530
2.610854,-0.002996,-0.009467,0.135770,0.000180,-0.003024,-0.020893
2.629201,-0.002741,-0.009464,0.135382,0.030937,0.008037,-0.021495
2.647547,-0.001998,-0.009375,0.134982,0.052230,0.009410,-0.022155
2.670534,-0.000703,-0.009298,0.134466,0.060457,-0.000206,-0.022811
2.689558,0.000366,-0.009351,0.134030,0.050699,-0.006865,-0.023058
2.708581,0.001154,-0.009438,0.133591,0.029437,-0.004034,-0.022984
2.727604,0.001487,-0.009455,0.133158,0.002388,0.003817,-0.022591
2.746627,0.001312,-0.009394,0.132733,-0.023936,0.007993,-0.021965
2.768606,0.000577,-0.009333,0.132259,-0.045957,0.005203,-0.021152
2.790585,-0.000503,-0.009327,0.131801,-0.053936,0.001055,-0.020441
