# Time (s), ω1 (rad/s), ω2 (rad/s), ω3 (rad/s), α1 (rad/s²), α2 (rad/s²), α3 (rad/s²)
2.812563,-0.001613,-0.009349,0.131356,-0.046899,-0.000736,-0.019987
2.834542,-0.002456,-0.009372,0.130919,-0.028111,-0.000762,-0.019865
2.861012,-0.002835,-0.009378,0.130390,0.001558,-0.000839,-0.020144
2.887482,-0.002461,-0.009380,0.129850,0.027247,-0.002107,-0.020706
2.908757,-0.001760,-0.009397,0.129405,0.037029,-0.002643,-0.021147
2.930032,-0.000956,-0.009418,0.128952,0.034839,-0.000686,-0.021419
2.951307,-0.000307,-0.009417,0.128496,0.022467,0.002797,-0.021431
2.972583,0.000003,-0.009383,0.128042,0.004375,0.004109,-0.021172
2.993858,-0.000096,-0.009346,0.127595,-0.013914,0.001501,-0.020717
3.018274,-0.000642,-0.009348,0.127097,-0.029001,-0.001841,-0.020105
3.042691,-0.001447,-0.009373,0.126613,-0.033552,-0.001416,-0.019575
3.067108,-0.002231,-0.009381,0.126139,-0.027114,0.000808,-0.019260
3.091524,-0.002754,-0.009359,0.125670,-0.013035,0.000502,-0.019216
3.115941,-0.002890,-0.009350,0.125199,0.003124,-0.002359,-0.019395
3.145285,-0.002568,-0.009390,0.124625,0.017733,-0.002443,-0.019741
3.174630,-0.001952,-0.009410,0.124042,0.021160,0.001917,-0.020023
3.203975,-0.001392,-0.009388,0.123453,0.012763,0.007020,-0.020059
3.233319,-0.001192,-0.009318,0.122867,-0.002466,0.004750,-0.019786
3.262664,-0.001458,-0.009321,0.122293,-0.016772,0.000458,-0.019302
3.292009,-0.002079,-0.009327,0.121733,-0.023472,-0.003325,-0.018799
3.321353,-0.002768,-0.009383,0.121187,-0.020072,0.001552,-0.018459
3.350698,-0.003249,-0.009301,0.120647,-0.008999,0.000647,-0.018411
3.380043,-0.003339,-0.009328,0.120105,0.003954,0.000727,-0.018546
3.409387,-0.003091,-0.009257,0.119558,0.012693,-0.008566,-0.018785
3.438732,-0.002655,-0.009427,0.119005,0.013670,-0.000027,-0.018906
3.468077,-0.002319,-0.009290,0.118449,0.007125,0.000492,-0.018889
3.497421,-0.002211,-0.009397,0.117897,-0.003269,0.013940,-0.018648
3.526766,-0.002742,-0.009457,0.117357,-0.033115,-0.032635,-0.018055
3.531644,-0.002954,-0.009631,0.117269,-0.049791,-0.069493,-0.017840
3.536521,-0.003233,-0.009987,0.117183,-0.065549,-0.092904,-0.017532
3.541399,-0.003585,-0.010449,0.117098,-0.080216,-0.101397,-0.017140
3.546277,-0.004008,-0.010933,0.117016,-0.093643,-0.095736,-0.016685
3.555538,-0.004968,-0.011644,0.116866,-0.115186,-0.061066,-0.015781
3.564800,-0.006099,-0.011961,0.116723,-0.131126,-0.012491,-0.014953
3.574062,-0.007347,-0.011883,0.116587,-0.141153,0.029973,-0.014329
3.588173,-0.009374,-0.011247,0.116388,-0.144919,0.060712,-0.013869
3.602284,-0.011374,-0.010512,0.116192,-0.135248,0.042077,-0.013856
3.616396,-0.013152,-0.010244,0.115999,-0.113776,-0.002203,-0.013760
3.630507,-0.014563,-0.010489,0.115811,-0.083213,-0.032499,-0.013515
3.644618,-0.015501,-0.010927,0.115626,-0.046975,-0.033465,-0.013435
3.658730,-0.015908,-0.011234,0.115436,-0.008825,-0.013558,-0.013871
3.672841,-0.015783,-0.011265,0.115232,0.027548,0.008932,-0.014921
3.686952,-0.015175,-0.011080,0.115009,0.058883,0.019203,-0.016335
3.701063,-0.014174,-0.010858,0.114767,0.082616,0.014333,-0.017726
3.715175,-0.012902,-0.010747,0.114509,0.097060,0.001943,-0.018832
3.732331,-0.011182,-0.010818,0.114178,0.101021,-0.010173,-0.019703
3.749488,-0.009511,-0.011001,0.113835,0.090570,-0.008336,-0.020165
3.766645,-0.008122,-0.011070,0.113486,0.068321,0.005370,-0.020348
3.783801,-0.007192,-0.010927,0.113138,0.038247,0.015887,-0.020228
3.800958,-0.006817,-0.010690,0.112796,0.004946,0.011161,-0.019714
3.820434,-0.007079,-0.010574,0.112422,-0.031024,-0.004557,-0.018652
3.839910,-0.007982,-0.010678,0.112070,-0.059486,-0.012424,-0.017288
3.859386,-0.009333,-0.010828,0.111745,-0.076380,-0.004673,-0.015977
3.878862,-0.010883,-0.010826,0.111443,-0.079955,0.008680,-0.015048
3.898338,-0.012374,-0.010664,0.111155,-0.070822,0.012518,-0.014625
3.924268,-0.013903,-0.010457,0.110778,-0.043478,-0.000034,-0.014659
3.950198,-0.014596,-0.010544,0.110396,-0.007752,-0.013545,-0.014971
3.976127,-0.014359,-0.010780,0.110000,0.025478,-0.005800,-0.015624
4.002057,-0.013378,-0.010776,0.109580,0.047221,0.013662,-0.016782
4.027987,-0.012028,-0.010476,0.109132,0.052665,0.015143,-0.017978
4.053917,-0.010743,-0.010275,0.108660,0.041980,-0.006492,-0.018440
4.079846,-0.009893,-0.010457,0.108184,0.019707,-0.020356,-0.017969
4.105776,-0.009699,-0.010739,0.107722,-0.006892,-0.002963,-0.017079
4.127051,-0.010058,-0.010664,0.107363,-0.026321,0.023512,-0.016519
4.148326,-0.010788,-0.010230,0.107019,-0.039901,0.026344,-0.016226
4.169601,-0.011732,-0.009840,0.106683,-0.045722,-0.005920,-0.015875
4.190876,-0.012708,-0.010032,0.106353,-0.043590,-0.041190,-0.015021
4.212151,-0.013553,-0.010749,0.106040,-0.034766,-0.031842,-0.013906
4.231137,-0.014100,-0.011165,0.105776,-0.022992,0.023276,-0.013609
4.250122,-0.014408,-0.010686,0.105513,-0.009453,0.073887,-0.014665
4.269108,-0.014466,-0.009471,0.105226,0.003905,0.055949,-0.016467
4.283884,-0.014345,-0.008955,0.104981,0.012905,-0.012150,-0.017008
4.298660,-0.014101,-0.009437,0.104733,0.019902,-0.069774,-0.016277
4.313437,-0.013768,-0.010515,0.104498,0.024471,-0.066660,-0.015139
4.316054,-0.013704,-0.010681,0.104459,0.025011,-0.057573,-0.015023
4.318671,-0.013638,-0.010819,0.104419,0.025468,-0.047259,-0.014950
4.321287,-0.013570,-0.010929,0.104380,0.025843,-0.036269,-0.014918
4.323904,-0.013502,-0.011009,0.104341,0.026135,-0.024997,-0.014924
4.329138,-0.013365,-0.011083,0.104263,0.026473,-0.002850,-0.015041
4.334372,-0.013226,-0.011048,0.104184,0.026485,0.016798,-0.015271
4.339606,-0.013088,-0.010921,0.104103,0.026180,0.032137,-0.015579
4.344839,-0.012952,-0.010726,0.104021,0.025566,0.042046,-0.015925
4.357774,-0.012637,-0.010138,0.103810,0.022830,0.044365,-0.016723
4.370708,-0.012367,-0.009680,0.103592,0.018569,0.021918,-0.017139
4.383642,-0.012157,-0.009585,0.103371,0.013108,-0.006259,-0.017026
4.396577,-0.012021,-0.009839,0.103153,0.006830,-0.021293,-0.016525
4.412831,-0.011966,-0.010263,0.102889,-0.001557,-0.012719,-0.015852
4.429085,-0.012050,-0.010405,0.102633,-0.009690,0.008292,-0.015507
4.445339,-0.012267,-0.010156,0.102380,-0.016753,0.015922,-0.015512
4.461593,-0.012593,-0.009828,0.102128,-0.022125,0.004044,-0.015511
4.481394,-0.013078,-0.009740,0.101824,-0.025927,-0.012283,-0.015160
4.501194,-0.013611,-0.009966,0.101530,-0.026413,-0.013159,-0.014548
4.520994,-0.014124,-0.010159,0.101246,-0.023753,0.001526,-0.014142
4.540795,-0.014554,-0.010075,0.100965,-0.018567,0.015238,-0.014206
4.560595,-0.014857,-0.009797,0.100680,-0.011794,0.013616,-0.014558
4.580396,-0.015016,-0.009608,0.100390,-0.004486,-0.000452,-0.014802
4.600196,-0.015039,-0.009671,0.100097,0.002354,-0.011518,-0.014769
4.622210,-0.014925,-0.009928,0.099774,0.008375,-0.006973,-0.014612
4.644224,-0.014698,-0.010021,0.099450,0.011898,0.009852,-0.014757
4.666237,-0.014411,-0.009745,0.099120,0.012498,0.016591,-0.015290
4.688251,-0.014137,-0.009398,0.098779,0.010272,0.000856,-0.015682
4.710265,-0.013952,-0.009445,0.098436,0.005841,-0.018457,-0.015419
4.732279,-0.013897,-0.009865,0.098102,0.000202,-0.011948,-0.014735
4.750599,-0.013950,-0.010069,0.097835,-0.004620,0.014903,-0.014439
4.768920,-0.014075,-0.009749,0.097569,-0.008993,0.033942,-0.014762
4.787240,-0.014261,-0.009086,0.097297,-0.012558,0.019582,-0.015335
4.805561,-0.014506,-0.008770,0.097017,-0.015063,-0.022229,-0.015285
4.823881,-0.014806,-0.009286,0.096743,-0.016305,-0.049644,-0.014196
4.842202,-0.015128,-0.010252,0.096492,-0.016144,-0.023278,-0.012824
4.845343,-0.015180,-0.010341,0.096452,-0.015966,-0.012080,-0.012744
4.848484,-0.015231,-0.010371,0.096412,-0.015749,-0.000808,-0.012748
4.851625,-0.015280,-0.010357,0.096372,-0.015495,0.009752,-0.012812
4.854767,-0.015328,-0.010310,0.096331,-0.015208,0.019158,-0.012918
4.861049,-0.015421,-0.010144,0.096249,-0.014543,0.033596,-0.013208
4.867331,-0.015510,-0.009913,0.096165,-0.013766,0.041645,-0.013559
4.873614,-0.015593,-0.009652,0.096079,-0.012890,0.043454,-0.013920
4.890570,-0.015788,-0.009014,0.095837,-0.010135,0.025285,-0.014670
4.907526,-0.015935,-0.008774,0.095588,-0.007033,-0.007599,-0.014766
4.924483,-0.016026,-0.008985,0.095341,-0.003910,-0.030534,-0.014290
4.941439,-0.016064,-0.009413,0.095103,-0.001041,-0.029316,-0.013678
4.960708,-0.016055,-0.009749,0.094841,0.001639,-0.005835,-0.013379
4.979978,-0.016007,-0.009706,0.094581,0.003487,0.024555,-0.013691
4.999247,-0.015934,-0.009300,0.094313,0.004365,0.037429,-0.014399
5.018517,-0.015855,-0.008808,0.094033,0.004247,0.022968,-0.015005
5.040812,-0.015776,-0.008602,0.093701,0.002965,-0.010445,-0.015007
5.063108,-0.015729,-0.008877,0.093373,0.000665,-0.034268,-0.014340
5.085403,-0.015736,-0.009360,0.093058,-0.002263,-0.027289,-0.013559
5.107699,-0.015812,-0.009607,0.092757,-0.005345,0.003461,-0.013259
5.125271,-0.015922,-0.009415,0.092519,-0.007523,0.021871,-0.013529
5.142843,-0.016066,-0.009063,0.092277,-0.009303,0.024010,-0.013915
5.160416,-0.016233,-0.008754,0.092030,-0.010606,0.012115,-0.014144
5.183229,-0.016478,-0.008668,0.091712,-0.011428,-0.002912,-0.013970
5.206043,-0.016729,-0.008764,0.091398,-0.011341,-0.012992,-0.013579
5.228856,-0.016967,-0.008914,0.091091,-0.010402,-0.011970,-0.013216
5.264321,-0.017284,-0.009022,0.090623,-0.007681,0.001982,-0.013004
5.292449,-0.017469,-0.008893,0.090255,-0.004872,0.016884,-0.013243
5.320577,-0.017580,-0.008613,0.089880,-0.002171,0.017712,-0.013639
5.348704,-0.017623,-0.008376,0.089496,-0.000114,0.002765,-0.013851
5.376832,-0.017617,-0.008396,0.089110,0.000879,-0.013436,-0.013635
5.382458,-0.017612,-0.008461,0.089034,0.000916,-0.014583,-0.013508
5.388083,-0.017606,-0.008628,0.088959,0.001157,-0.041042,-0.013239
5.393709,-0.017597,-0.009057,0.088887,0.001717,-0.099842,-0.012599
5.400250,-0.017596,-0.008623,0.088801,-0.000497,0.134582,-0.013293
5.401558,-0.017598,-0.008384,0.088783,-0.000987,0.182531,-0.013663
5.402867,-0.017600,-0.008085,0.088764,-0.001475,0.227892,-0.014117
5.405483,-0.017605,-0.007380,0.088726,-0.002448,0.313067,-0.015176
5.408100,-0.017612,-0.006471,0.088684,-0.003410,0.386797,-0.016508
5.410716,-0.017622,-0.005386,0.088639,-0.004361,0.448389,-0.018058
5.418649,-0.017668,-0.001339,0.088475,-0.007162,0.558901,-0.023554
5.426582,-0.017735,0.003169,0.088268,-0.009817,0.556543,-0.029127
5.434515,-0.017824,0.007292,0.088021,-0.012293,0.457826,-0.033497
5.442448,-0.017931,0.010383,0.087747,-0.014565,0.294170,-0.035825
5.452107,-0.018086,0.012205,0.087400,-0.017017,0.061697,-0.035388
5.461766,-0.018262,0.011786,0.087072,-0.019086,-0.144397,-0.031612
5.469657,-0.018419,0.010142,0.086838,-0.020466,-0.253537,-0.026932
5.477548,-0.018584,0.007868,0.086646,-0.021548,-0.297270,-0.021811
5.485439,-0.018756,0.005500,0.086493,-0.022317,-0.280284,-0.017113
5.493330,-0.018933,0.003478,0.086374,-0.022763,-0.217244,-0.013480
5.501221,-0.019113,0.002094,0.086278,-0.022883,-0.127554,-0.011260
5.511270,-0.019341,0.001429,0.086171,-0.022573,-0.005173,-0.010547
5.521320,-0.019565,0.001914,0.086062,-0.021767,0.094038,-0.011800
5.531369,-0.019778,0.003198,0.085933,-0.020509,0.148023,-0.014194
5.541418,-0.019977,0.004786,0.085778,-0.018854,0.151226,-0.016760
5.551468,-0.020158,0.006193,0.085600,-0.016867,0.113014,-0.018664
5.565833,-0.020378,0.007277,0.085322,-0.013587,0.021984,-0.019354
5.580199,-0.020548,0.007033,0.085049,-0.009977,-0.057514,-0.017664
5.592044,-0.020648,0.006127,0.084852,-0.006899,-0.082173,-0.015345
5.603888,-0.020711,0.005129,0.084683,-0.003843,-0.066959,-0.013272
5.615733,-0.020738,0.004495,0.084535,-0.000912,-0.026927,-0.012190
5.627578,-0.020731,0.004423,0.084393,0.001800,0.015624,-0.012250
5.639422,-0.020694,0.004822,0.084245,0.004208,0.042331,-0.013078
5.652583,-0.020624,0.005501,0.084068,0.006442,0.047510,-0.014210
5.665743,-0.020528,0.006087,0.083877,0.008140,0.031389,-0.014939
5.678904,-0.020414,0.006377,0.083681,0.009252,0.005542,-0.015001
5.692064,-0.020289,0.006333,0.083487,0.009759,-0.017210,-0.014468
5.708251,-0.020133,0.005999,0.083260,0.009567,-0.028849,-0.013478
5.724437,-0.019986,0.005624,0.083047,0.008540,-0.021332,-0.012648
5.740624,-0.019861,0.005433,0.082844,0.006789,-0.003133,-0.012313
5.756810,-0.019768,0.005508,0.082643,0.004463,0.014259,-0.012494
5.775694,-0.019711,0.005840,0.082402,0.001250,0.023633,-0.013069
5.794578,-0.019718,0.006224,0.082152,-0.002217,0.017874,-0.013608
5.813462,-0.019791,0.006445,0.081894,-0.005639,0.003459,-0.013780
5.832346,-0.019927,0.006430,0.081636,-0.008739,-0.008692,-0.013551
5.853849,-0.020148,0.006224,0.081349,-0.011577,-0.010103,-0.013076
5.875353,-0.020421,0.006072,0.081070,-0.013436,0.001506,-0.012831
5.896856,-0.020720,0.006185,0.080791,-0.014200,0.014949,-0.013097
5.918359,-0.021022,0.006522,0.080505,-0.013884,0.017165,-0.013662
5.939862,-0.021308,0.006824,0.080208,-0.012612,0.005951,-0.014005
5.961365,-0.021560,0.006868,0.079908,-0.010590,-0.007655,-0.013790
5.982868,-0.021764,0.006683,0.079617,-0.008072,-0.010192,-0.013208
6.004371,-0.021909,0.006524,0.079337,-0.005345,0.000901,-0.012797
6.025875,-0.021994,0.006624,0.079061,-0.002698,0.014722,-0.012916
6.047378,-0.022024,0.006963,0.078779,-0.000401,0.017605,-0.013384
6.068881,-0.022012,0.007286,0.078488,0.001334,0.006570,-0.013660
6.090384,-0.021972,0.007349,0.078197,0.002374,-0.007658,-0.013377
6.111887,-0.021918,0.007160,0.077916,0.002675,-0.011047,-0.012717
6.133390,-0.021864,0.006974,0.077647,0.002274,0.000023,-0.012245
6.157291,-0.021820,0.007026,0.077352,0.001118,0.014481,-0.012284
6.181192,-0.021809,0.007312,0.077049,-0.000604,0.018551,-0.012691
6.205093,-0.021844,0.007648,0.076740,-0.002683,0.012436,-0.013111
6.228994,-0.021932,0.007832,0.076425,-0.004859,0.001765,-0.013199
6.257391,-0.022100,0.007845,0.076055,-0.007164,-0.004813,-0.012971
6.285788,-0.022324,0.007784,0.075690,-0.008915,-0.003567,-0.012690
6.314186,-0.022586,0.007803,0.075328,-0.009936,0.002708,-0.012634
6.357631,-0.023003,0.008034,0.074769,-0.009978,0.008345,-0.012887
6.401076,-0.023387,0.008306,0.074201,-0.008494,0.005609,-0.013058
6.444521,-0.023692,0.008468,0.073634,-0.006242,0.004041,-0.012952
6.487967,-0.023907,0.008657,0.073074,-0.004017,0.004814,-0.012905
6.531412,-0.024047,0.008846,0.072516,-0.002433,0.003870,-0.012807
6.574857,-0.024145,0.009012,0.071963,-0.001830,0.003952,-0.012675
6.625505,-0.024264,0.009228,0.071322,-0.002313,0.004434,-0.012603
6.676152,-0.024429,0.009457,0.070683,-0.003730,0.004637,-0.012596
6.726800,-0.024669,0.009688,0.070044,-0.005496,0.004592,-0.012630
6.783012,-0.025023,0.009945,0.069332,-0.007327,0.004523,-0.012701
6.839223,-0.025455,0.010205,0.068617,-0.008285,0.004571,-0.012780
6.895435,-0.025915,0.010469,0.067897,-0.008019,0.004774,-0.012834
6.951647,-0.026340,0.010739,0.067175,-0.006768,0.004996,-0.012841
7.023885,-0.026776,0.011095,0.066250,-0.005069,0.004993,-0.012786
7.096123,-0.027124,0.011456,0.065330,-0.004207,0.005052,-0.012705
7.168360,-0.027460,0.011828,0.064413,-0.004516,0.005233,-0.012668
7.253576,-0.027933,0.012284,0.063331,-0.005923,0.005258,-0.012725
7.319948,-0.028370,0.012647,0.062483,-0.007186,0.005532,-0.012814
7.386320,-0.028869,0.013019,0.061629,-0.008110,0.005825,-0.012930
7.452692,-0.029406,0.013402,0.060766,-0.008483,0.006024,-0.013049
7.543103,-0.030156,0.013940,0.059580,-0.008188,0.006217,-0.013188
7.633513,-0.030874,0.014493,0.058384,-0.007348,0.006237,-0.013277
7.723923,-0.031535,0.015061,0.057181,-0.006732,0.006361,-0.013333
7.814333,-0.032170,0.015650,0.055973,-0.006980,0.006698,-0.013426
7.925138,-0.033018,0.016408,0.054474,-0.008311,0.007043,-0.013657
7.947298,-0.033206,0.016565,0.054170,-0.008686,0.007083,-0.013726
7.969459,-0.033403,0.016722,0.053865,-0.009050,0.007109,-0.013800
7.991620,-0.033607,0.016880,0.053559,-0.009388,0.007139,-0.013878
8.035942,-0.034035,0.017198,0.052940,-0.009948,0.007244,-0.014045
8.080264,-0.034484,0.017523,0.052314,-0.010301,0.007403,-0.014219
8.124585,-0.034944,0.017854,0.051680,-0.010424,0.007563,-0.014391
8.168907,-0.035406,0.018192,0.051038,-0.010351,0.007688,-0.014552
8.260369,-0.036337,0.018906,0.049694,-0.009884,0.007903,-0.014835
8.351831,-0.037227,0.019646,0.048325,-0.009549,0.008186,-0.015079
8.443293,-0.038111,0.020415,0.046931,-0.009919,0.008597,-0.015383
8.534755,-0.039054,0.021218,0.045504,-0.011027,0.008966,-0.015830
8.626217,-0.040112,0.022052,0.044030,-0.012371,0.009215,-0.016426
8.741339,-0.041596,0.023144,0.042091,-0.013500,0.009768,-0.017299
8.834698,-0.042874,0.024068,0.040441,-0.013611,0.010370,-0.018033
8.928058,-0.044150,0.025038,0.038724,-0.013353,0.010696,-0.018748
9.021417,-0.045402,0.026045,0.036942,-0.013335,0.010728,-0.019440
9.114776,-0.046665,0.027085,0.035095,-0.014006,0.011062,-0.020200
9.208136,-0.048012,0.028168,0.033167,-0.015370,0.012064,-0.021184
9.312394,-0.049691,0.029451,0.030883,-0.017187,0.013181,-0.022666
9.416652,-0.051574,0.030813,0.028422,-0.018564,0.012841,-0.024469
9.520910,-0.053591,0.032204,0.025774,-0.019102,0.011726,-0.026264
9.625168,-0.055628,0.033590,0.022962,-0.019195,0.013768,-0.027880
9.729426,-0.057638,0.035075,0.019989,-0.019760,0.019947,-0.029815
9.833684,-0.059708,0.036852,0.016748,-0.021410,0.021138,-0.032748
9.915066,-0.061493,0.038433,0.013929,-0.023287,0.010528,-0.035606
9.996447,-0.063481,0.039705,0.010904,-0.025157,-0.001717,-0.036998
10.077829,-0.065639,0.040193,0.007936,-0.026635,0.009894,-0.035731
10.090012,-0.065967,0.040284,0.007510,-0.026817,0.015428,-0.035855
10.102195,-0.066295,0.040487,0.007071,-0.026992,0.020857,-0.036586
10.114378,-0.066625,0.040777,0.006618,-0.027163,0.025427,-0.037770
10.126561,-0.066956,0.041117,0.006149,-0.027331,0.028764,-0.039188
10.138743,-0.067290,0.041484,0.005662,-0.027495,0.030806,-0.040695
10.159797,-0.067873,0.042138,0.004779,-0.027774,0.031439,-0.043243
10.180851,-0.068461,0.042771,0.003845,-0.028046,0.029248,-0.045459
10.201904,-0.069055,0.043344,0.002869,-0.028314,0.025351,-0.047152
10.222958,-0.069653,0.043831,0.001863,-0.028581,0.020861,-0.048236
10.244011,-0.070258,0.044227,0.000841,-0.028851,0.016788,-0.048753
10.294970,-0.071745,0.044910,-0.001655,-0.029529,0.012302,-0.048572
10.336838,-0.072994,0.045438,-0.003691,-0.030132,0.015971,-0.048765
10.378706,-0.074269,0.046185,-0.005756,-0.030793,0.022495,-0.050680
10.420574,-0.075573,0.047203,-0.007930,-0.031521,0.026141,-0.054264
10.462442,-0.076909,0.048325,-0.010272,-0.032326,0.023990,-0.058133
10.504310,-0.078281,0.049301,-0.012766,-0.033211,0.018177,-0.060684
10.546178,-0.079691,0.050011,-0.015342,-0.034177,0.014051,-0.061486
10.588046,-0.081144,0.050576,-0.017936,-0.035221,0.015678,-0.061743
10.629914,-0.082642,0.051260,-0.020552,-0.036340,0.022304,-0.063379
10.671782,-0.084188,0.052256,-0.023274,-0.037525,0.028802,-0.067458
10.713650,-0.085785,0.053518,-0.026202,-0.038771,0.029858,-0.073201
10.755518,-0.087435,0.054779,-0.029374,-0.040066,0.024439,-0.078452
10.797386,-0.089140,0.055761,-0.032732,-0.041406,0.016834,-0.081358
10.839254,-0.090903,0.056401,-0.036167,-0.042784,0.013341,-0.081956
10.881122,-0.092724,0.056921,-0.039612,-0.044201,0.017204,-0.082343
10.922990,-0.094605,0.057661,-0.043108,-0.045655,0.025862,-0.085173
10.964859,-0.096547,0.058816,-0.046791,-0.047146,0.032778,-0.091558
11.006727,-0.098553,0.060269,-0.050793,-0.048671,0.032489,-0.100008
11.014089,-0.098912,0.060515,-0.051535,-0.048943,0.031512,-0.101331
11.021451,-0.099274,0.060746,-0.052286,-0.049216,0.030422,-0.102514
11.028814,-0.099637,0.060965,-0.053045,-0.049489,0.029265,-0.103592
11.036176,-0.100002,0.061176,-0.053811,-0.049765,0.028070,-0.104587
11.050901,-0.100739,0.061571,-0.055364,-0.050318,0.025686,-0.106346
11.065626,-0.101484,0.061932,-0.056940,-0.050875,0.023427,-0.107830
11.080350,-0.102237,0.062263,-0.058536,-0.051438,0.021420,-0.109074
11.113468,-0.103962,0.062919,-0.062187,-0.052724,0.018202,-0.111263
11.146585,-0.105730,0.063502,-0.065908,-0.054043,0.017204,-0.113150
11.179702,-0.107542,0.064085,-0.069697,-0.055396,0.018304,-0.115419
11.212819,-0.109400,0.064723,-0.073573,-0.056786,0.020702,-0.118555
11.256687,-0.111932,0.065698,-0.078896,-0.058692,0.024105,-0.124325
11.300555,-0.114550,0.066805,-0.084497,-0.060681,0.025990,-0.131599
11.344423,-0.117257,0.067950,-0.090427,-0.062758,0.025414,-0.139324
11.388291,-0.120058,0.069029,-0.096689,-0.064930,0.022953,-0.146478
11.432159,-0.122955,0.069981,-0.103249,-0.067203,0.020052,-0.152616
11.488317,-0.126815,0.071028,-0.112023,-0.070270,0.017510,-0.159415
11.544475,-0.130851,0.071978,-0.121179,-0.073526,0.017137,-0.166340
11.600633,-0.135077,0.072937,-0.130752,-0.076984,0.017855,-0.174623
11.656791,-0.139502,0.073929,-0.140823,-0.080653,0.017681,-0.184409
